"","committee_name","committee_id","candidate_name","candidate_id","party","state","district","region","incumbent_challenge","hold_flip","win_per","lose_per","delta","total","advertise","poll","research","consulting","fundraise","pay","materials","travel","event","mail","radio","television","newspaper","smedia","website","per_advertise","per_poll","per_research","per_consulting","per_fundraise","per_pay","per_materials","per_travel","per_event","per_mail","per_radio","per_television","per_newspaper","per_smedia","per_website"
"231","BRILL FOR CONGRESS","C00664342","BRILL, DAVID H","H8AZ04140","DEM","AZ",4,"west","C","GOP Hold",68.2,30.5,37.7,583261.61,30357.08,NA,NA,133117.36,11241.87,3856.25,7778.48,697.87,1495.3,NA,NA,NA,NA,NA,NA,0.0520471079864145,NA,NA,0.228229250335883,0.019274146981832,0.0066115272013188,0.0133361768829599,0.00119649568570097,0.00256368664483164,NA,NA,NA,NA,NA,NA
"232","AUDREY DENNEY FOR CONGRESS","C00664409","DENNEY, AUDREY L","H8CA01257","DEM","CA",1,"west","C","GOP Hold",54.9,45.1,9.8,1133411.5,335547.46,42933.81,42933.81,140744.51,19716.7,NA,1602.14,6336.95,11190.77,136241.76,NA,NA,NA,5500,216,0.296050869432682,0.0378801609124312,0.0378801609124312,0.124177767739254,0.0173958884306362,NA,0.00141355544742576,0.00559104085321174,0.00987352784050629,0.120205027035635,NA,NA,NA,0.00485260648934654,0.000190575091217973
"233","CHRIS HUNTER FOR CONGRESS","C00664417","HUNTER, CHRISTOPHER J.","H8FL12088","DEM","FL",12,"south","C","GOP Hold",58.1,39.7,18.4,864769.34,182712.47,NA,3000,192544.85,NA,130544.52,NA,17982.79,7631.63,78325.54,250,NA,NA,1947.91,NA,0.211284629956932,NA,0.00346913316792661,0.222654575149484,NA,0.150958774741019,NA,0.020794897746953,0.00882504691944791,0.0905739095699207,0.000289094430660551,NA,NA,0.00225251972971197,NA
"234","FRIENDS FOR THORNTON","C00664797","THORNTON, DIERDRE","H8IN05188","DEM","IN",5,"midwest","C","GOP Hold",56.8,43.2,13.6,167016.51,30126.54,NA,NA,28950,21831.81,NA,528.77,NA,2726.75,1176.69,2529,8712.5,NA,NA,NA,0.180380610276194,NA,NA,0.173336157006274,0.130716478269124,NA,0.00316597442971357,NA,0.0163262302631039,0.00704535138472238,0.0151422155809626,0.0521655014824582,NA,NA,NA
"235","LEE AUMAN FOR UNITED STATES CONGRESS","C00665182","AUMAN, JAMES LEE","H8AL04094","DEM","AL",4,"south","C","GOP Hold",79.9,20.1,59.8,74382.58,1042.39,NA,NA,NA,250,16945.61,92.67,NA,2552.44,40,NA,NA,NA,3000,NA,0.014013899490983,NA,NA,NA,0.00336100199804847,0.2278169162726,0.00124585622063661,NA,0.0343150237595953,0.000537760319687755,NA,NA,NA,0.0403320239765816,NA
"236","KATY GEPPERT FOR CONGRESS","C00665216","GEPPERT, KATY","H8MO03198","DEM","MO",3,"midwest","C","GOP Hold",65.1,32.8,32.3,34320.93,NA,NA,NA,9680.51,8145,NA,NA,NA,202.39,487.21,NA,NA,NA,NA,NA,NA,NA,NA,0.28205849899755,0.237318743985084,NA,NA,NA,0.00589698472622974,0.0141957108971115,NA,NA,NA,NA,NA
"237","DAN DAVID FOR CONGRESS","C00665331","DAVID, DAN","H8PA15286","REP","PA",4,"northeast","O","Dem Hold",63.5,36.5,27,515417.73,232756.76,22891,9080,194542.97,13525.55,NA,NA,1098,1418.62,11100,NA,106693.06,NA,NA,21398.31,0.451588578452666,0.0444125195305175,0.0176167785303001,0.377447182501851,0.0262419183756057,NA,NA,0.00213031088395038,0.00275236942275928,0.0215359297011378,NA,0.207003084662998,NA,NA,0.0415164414309147
"238","FRIENDS OF SALVATORE CAIOZZO","C00665349","CAIOZZO, SALVATORE","H6RI02284","REP","RI",2,"northeast","C","Dem Hold",63.6,36.4,27.2,3335.33,NA,NA,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899461222727586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","LORCH FOR CONGRESS","C00665356","LORCH, MARK WAYNE","H8IL04175","REP","IL",4,"midwest","O","Dem Hold",86.6,13.4,73.2,7792.07,287.64,NA,NA,1000,NA,NA,NA,160.23,1599.77,NA,NA,NA,NA,4465.79,NA,0.0369144527705732,NA,NA,0.128335602734575,NA,NA,NA,0.020563213626161,0.205307447186691,NA,NA,NA,NA,0.573119851336038,NA
"240","THERESA GASPER FOR CONGRESS","C00665471","GASPER, THERESA","H8OH10119","DEM","OH",10,"midwest","C","GOP Hold",55.9,42.2,13.7,1321633.9,475,NA,67728.32,769813.22,3341.7,314487.01,78906,2987.31,5600,39733.18,NA,NA,NA,NA,NA,0.000359403613966016,NA,0.0512459010017827,0.582470849151191,0.00252846117218997,0.237953195661824,0.0597033717128473,0.00226031581060383,0.0042371794488625,0.0300636810239205,NA,NA,NA,NA,NA
"241","DIANE HARKEY FOR CONGRESS","C00665513","HARKEY, DIANE","H8CA49082","REP","CA",49,"west","O","Dem Pickup",56.4,43.6,12.8,1937389.53,169411.25,56500,7500,196352.29,187570.84,NA,NA,4597.85,36174.53,146897.62,114080,NA,NA,NA,NA,0.0874430502367792,0.0291629531000924,0.00387118846461403,0.101348896006473,0.0968162762807952,NA,NA,0.00237321918427008,0.0186717897665112,0.0758224496031007,0.0588833573390892,NA,NA,NA,NA
"242","CASPER FOR COLORADO","C00665588","STOCKHAM, CHARLES (CASPER) WESLEY","H8CO01162","REP","CO",1,"west","C","Dem Hold",73.8,23,50.8,28816.74,3276.95,NA,NA,NA,1789.72,NA,1701.48,1656.01,837.23,NA,NA,NA,NA,NA,11211,0.113716888169862,NA,NA,NA,0.062106955887446,NA,0.0590448468494354,0.0574669445606963,0.0290535987068627,NA,NA,NA,NA,NA,0.389044701100818
"243","YOUNG KIM FOR CONGRESS","C00665638","KIM, YOUNG","H8CA39240","REP","CA",39,"west",NA,"Dem Pickup",51.6,48.4,3.2,3109207.31,3001669.63,93375,NA,282246.32,151499.88,342164.9,NA,31430.64,21409.58,217780.66,NA,1288727,NA,NA,3506,0.965413152203093,0.0300317703807277,NA,0.0907775815051715,0.0487262073238854,0.110048917902486,NA,0.0101088917097651,0.00688586442310918,0.0700437887494868,NA,0.414487318312654,NA,NA,0.0011276186019259
"244","COMMITTEE TO ELECT PAUL WALKER","C00665679","WALKER, PAUL","H8KY01074","DEM","KY",1,"south","C","GOP Hold",68.6,31.4,37.2,47548.47,5588.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1861,NA,NA,NA,250,0.117523865646991,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0391390090995567,NA,NA,NA,0.00525779273234239
"245","FRIENDS OF KATHRYN LEWIS","C00665919","LEWIS, KATHYRN","H8VA06195","REP","VA",6,"south","O","GOP Hold",59.8,40.2,19.6,5735.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0871797017756762
"246","PIERSON FOR CONGRESS","C00666107","PIERSON, JOE NICOLAS","H8AZ03159","REP","AZ",3,"west","C","Dem Hold",63.9,36.1,27.8,78624.69,26335.28,NA,NA,228,NA,NA,40,NA,265,98.35,6125,NA,2500,NA,770,0.33494923795566,NA,NA,0.00289985245092858,NA,NA,0.000508746044022558,NA,0.00337044254164945,0.00125087933574047,0.0779017379909542,NA,0.0317966277514099,NA,0.00979336134743425
"247","SETH HALL FOR CONGRESS","C00666131","HALL, SETH BLANE 1962","H8KY04169","DEM","KY",4,"south","C","GOP Hold",62.2,34.6,27.6,34909.34,1250,NA,NA,23669.5,2669.5,NA,NA,800,500,NA,NA,NA,NA,NA,717,0.035807036168544,NA,NA,0.678027714073082,0.0764695064415426,NA,NA,0.0229165031478682,0.0143228144674176,NA,NA,NA,NA,NA,0.0205389159462768
"248","DR. JIM MAXWELL FOR CONGRESS","C00666164","MAXWELL, JAMES T. DR","H8NY25097","REP","NY",25,"northeast","C","Dem Hold",59,41,18,988317.16,168368.84,51052,8560.5,49199.96,22589.66,133848.21,NA,794.03,1073.24,3205.4,NA,NA,NA,NA,NA,0.170359118321896,0.0516554827399739,0.00866169317549844,0.0497815498822261,0.0228566910646376,0.135430421950783,NA,0.000803416182716083,0.00108592670798107,0.00324329084805125,NA,NA,NA,NA,NA
"249","SANJAY PATEL FOR CONGRESS","C00666404","PATEL, SANJAY SOMABHAI","H8FL08102","DEM","FL",8,"south","C","GOP Hold",60.5,39.5,21,331798.9,74214.8,NA,NA,6374,444.2,52302.09,NA,1262.35,1451.07,31970.29,NA,NA,NA,NA,NA,0.223674038702359,NA,NA,0.0192104313787659,0.00133876272645871,0.157631896911051,NA,0.00380456354737764,0.00437334180432786,0.0963544182937315,NA,NA,NA,NA,NA
"250","FRIENDS OF CLINT KOBLE","C00666420","KOBLE, CLINT MATTHEW MR.","H8NV02095","DEM","NV",2,"west","C","GOP Hold",58.2,41.8,16.4,151482.37,18651.09,NA,NA,30114.47,2172.82,NA,NA,290,661.6,4740.92,NA,NA,NA,250,689.58,0.123123832826223,NA,NA,0.198798513648816,0.0143437153775717,NA,NA,0.00191441419882723,0.00436750494463481,0.0312968433224276,NA,NA,NA,0.00165035706795451,0.00455221290768028
"251","NATE MCMURRAY FOR CONGRESS","C00666453","MCMURRAY, NATHAN DOUGLAS","H8NY27176","DEM","NY",27,"northeast","O","GOP Hold",49.1,48.8,0.3,1251950.06,15284.24,NA,NA,159410.25,6136.94,NA,NA,592.82,1956,8061.76,NA,NA,521.8,2700,2063.45,0.0122083463936253,NA,NA,0.127329559774932,0.00490190479323113,NA,NA,0.000473517290298305,0.0015623626392893,0.00643936228574485,NA,NA,0.000416789787924927,0.00215663554503125,0.00164818874644249
"252","COMMITTEE TO ELECT KIMBERLY BIZON","C00666594","BIZON, KIMBERLY ANN","H8MI10108","DEM","MI",10,"midwest","C","GOP Hold",60.3,35,25.3,49183.28,3592.87,NA,NA,NA,NA,NA,350.12,700,550,175,1467,NA,1684,NA,NA,0.0730506383470155,NA,NA,NA,NA,NA,0.00711867935607385,0.0142324790050603,0.0111826620754045,0.00355811975126506,0.0298272095720334,NA,0.0342392780636021,NA,NA
"253","BERGMANN FOR CONGRESS 2018","C00666685","BERGMANN, CHARLOTTE","H8TN09114","REP","TN",9,"south","C","Dem Hold",80,19.2,60.8,69099.64,2103.81,8000,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.62,NA,0.030446034161683,0.115774843400052,0.00723592771250328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174559520136429,NA
"254","JILL SCHILLER FOR CONGRESS","C00666743","SCHILLER, JILL","H8OH02124","DEM","OH",2,"midwest","C","GOP Hold",57.6,41.2,16.4,682539.05,186744.71,35800,8016.95,131817.94,19235,196853.39,12257.97,3772.29,2150.08,64385.54,NA,70400,NA,NA,NA,0.273602968211123,0.0524512113995529,0.0117457748388169,0.193128788748424,0.0281815377449832,0.288413373564487,0.0179593680390887,0.00552684861034691,0.00315012012865784,0.0943323902126919,NA,0.103144281634875,NA,NA,NA
"255","FRANCYS JOHNSON FOR CONGRESS","C00666941","JOHNSON, FRANCYS","H8GA12078","DEM","GA",12,"south","C","GOP Hold",59.5,40.5,19,260760.21,6143.75,NA,NA,5500,NA,12564.06,NA,7982.4,7349.58,NA,1600,500,1238.58,800,3697.02,0.0235609182858075,NA,NA,0.0210921750676608,NA,0.0481824278328354,NA,0.0306120324109265,0.0281852050970507,NA,0.0061359054742286,0.00191747046069644,0.00474988112641879,0.0030679527371143,0.0141778532852079
"256","SCOTT WALLACE FOR CONGRESS","C00667097","WALLACE, HENRY SCOTT","H8PA08174","DEM","PA",1,"northeast","O","GOP Hold",51.3,48.7,2.6,14157483.75,18346374.71,245970.79,75991.25,490760.98,56554.92,1374408.13,NA,20809.78,15171.03,1528954.19,NA,8646987.23,NA,NA,NA,1.29587821070252,0.0173739058679831,0.00536756752413719,0.0346644212111492,0.00399470138893855,0.0970799722796786,NA,0.00146987843090408,0.00107159084678448,0.107996181878012,NA,0.610771474839235,NA,NA,NA
"257","COMMITTEE TO ELECT ENOCH","C00667279","ENOCH, VANESSA L. DR.","H8OH08097","DEM","OH",8,"midwest","C","GOP Hold",66.6,33.4,33.2,42407.05,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.61,NA,NA,NA,NA,0.0058952461913762,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00300916946592607
"258","AFTAB FOR OHIO","C00667519","PUREVAL, AFTAB","H8OH01118","DEM","OH",1,"midwest","C","GOP Hold",51.3,46.9,4.4,4220971.34,49582.25,130490,22457.07,261225.97,28557.5,NA,NA,28383.8,15021.56,17508,300,295.24,4000,NA,NA,0.0117466445531469,0.0309146851492244,0.00532035595389757,0.0618876436152253,0.00676562281515041,NA,NA,0.00672447114980885,0.0035587922281415,0.0041478604306278,7.10736879819705e-05,6.99459854659899e-05,0.00094764917309294,NA,NA
"259","COMMITTEE TO ELECT GEORGE BUCK, PHD","C00667808","BUCK, GEORGE WILLIAM PHD","H8FL13136","REP","FL",13,"south","C","Dem Hold",57.6,42.4,15.2,35171.27,8000,NA,NA,2000,NA,NA,NA,NA,410.76,NA,NA,NA,NA,NA,254.53,0.227458377249386,NA,NA,0.0568645943123464,NA,NA,NA,NA,0.0116788503798697,NA,NA,NA,NA,NA,0.00723687259516077
"260","SUSAN MORAN PALMER FOR CONGRESS","C00667915","PALMER, SUSAN MORAN","H8OH16157","DEM","OH",16,"midwest","O","GOP Hold",56.7,43.3,13.4,485268.05,19141.25,24614.44,3000,46858.39,3600,74238.85,NA,NA,371.33,2683.95,NA,14141.25,NA,NA,1700.77,0.0394446945353192,0.0507233888569421,0.00618215025695592,0.0965618692596803,0.00741858030834711,0.152985241867871,NA,NA,0.000765205951638481,0.00553086072738562,NA,0.029141110773726,NA,NA,0.00350480523084098
"261","COMMITTEE TO ELECT ROBERT KENNEDY, JR. FOR U.S. CONGRESS","C00667949","KENNEDY, ROBERT JR.","H8AL01066","DEM","AL",1,"south","C","GOP Hold",63.2,36.8,26.4,159098.49,8115.6,NA,NA,11820.25,1462.53,NA,NA,268.48,NA,1225.74,NA,NA,NA,NA,NA,0.051009912161957,NA,NA,0.0742951740145365,0.00919260767339778,NA,NA,0.00168750815925406,NA,0.00770428430841801,NA,NA,NA,NA,NA
"262","O'CONNOR FOR CONGRESS","C00667964","O'CONNOR, DANIEL JAY","H8OH12297","DEM","OH",12,"midwest","O","GOP Hold",51.4,47.2,4.2,8558236.92,9829.61,143878.76,22000,110525.55,19805.97,70448.01,NA,8511.95,4404.96,6563.56,NA,NA,NA,NA,6900,0.00114855549009503,0.0168117290214022,0.0025706229221801,0.0129145232871165,0.00231425820354597,0.00823160315127149,NA,0.000994591535565949,0.000514704143058475,0.000766928990322927,NA,NA,NA,NA,0.000806240825592849
"263","HANK 4 KY","C00668194","LINDERMAN, HANK","H8KY02080","DEM","KY",2,"south","C","GOP Hold",66.7,31.1,35.6,163977.38,10173,NA,NA,51262.5,183,NA,NA,1567.15,1188.82,6367.2,NA,NA,NA,9498,7274.27,0.062039044653598,NA,NA,0.312619338106268,0.00111600758592435,NA,NA,0.00955711086492539,0.00724990239507425,0.0388297459076368,NA,NA,NA,0.0579226232301065,0.0443614235085351
"264","GREG MCCAULEY FOR CONGRESS","C00668400","MCCAULEY, GREGORY MICHAEL","H8PA07192","REP","PA",6,"northeast","O","Dem Pickup",58.9,41.1,17.8,275242.12,31662.6,NA,NA,53878.06,29524.36,NA,NA,3157.73,766.41,1127,NA,NA,NA,NA,2700,0.115035445883065,NA,NA,0.195747874634885,0.107266867440201,NA,NA,0.0114725536920003,0.00278449388487489,0.00409457680386999,NA,NA,NA,NA,0.00980954513793165
"265","MALLORY HAGAN FOR CONGRESS","C00668574","HAGAN, MALLORY","H8AL03054","DEM","AL",3,"south","C","GOP Hold",63.8,36.2,27.6,540627.48,24568.19,NA,NA,38956,23456,251247.52,702.69,327,3186.91,7236.83,NA,NA,NA,NA,1190.43,0.0454438424032755,NA,NA,0.0720570104945461,0.0433866217825257,0.464733165247168,0.0012997674480032,0.000604852716698752,0.00589483538646611,0.0133859825253426,NA,NA,NA,NA,0.00220194134415809
"266","GLISSON FOR CONGRESS","C00668699","GLISSON, VICKIE YATES BROWN","H8KY03211","REP","KY",3,"south","C","Dem Hold",62.1,36.6,25.5,719154.75,67813.38,NA,10500,48644.93,7368.63,65819.92,NA,3698.09,6089.44,6743.65,17179.6,NA,NA,NA,NA,0.0942959495157336,NA,0.0146004736810819,0.0676418114460066,0.0102462369886314,0.0915240009191346,NA,0.005142272925264,0.00846749604309782,0.00937718898470739,0.0238885997763346,NA,NA,NA,NA
"267","JENNIFER ZIMMERMAN FOR CONGRESS","C00668715","ZIMMERMAN, JENNIFER MIJARES DR.","H8FL01115","DEM","FL",1,"south","C","GOP Hold",67.1,32.9,34.2,52923.27,5258.99,NA,NA,NA,1000,NA,NA,559.47,1692.78,1040.13,NA,NA,NA,NA,NA,0.0993700880538939,NA,NA,NA,0.0188952799023945,NA,NA,0.0105713422469927,0.0319855519131754,0.0196535474848776,NA,NA,NA,NA,NA
"268","O'DONNELL FOR CONGRESS","C00668798","O'DONNELL, JAMES D","H8NY18274","REP","NY",18,"northeast","C","Dem Hold",55.5,44.5,11,277586.14,7776,NA,5000,91716.4,NA,NA,NA,NA,1650,5354.87,7776,NA,NA,5341.99,NA,0.0280129260055996,NA,0.0180124267011314,0.33040698645833,NA,NA,NA,NA,0.00594410081137336,0.0192908406738175,0.0280129260055996,NA,NA,0.0192444406626354,NA
"269","WEBBER FOR CONGRESS","C00669069","WEBBER, JAY","H8NJ11217","REP","NJ",11,"northeast","O","Dem Pickup",56.8,42.1,14.7,1644074.1,30294,80250,16500,37574.51,80976.16,194834.93,NA,NA,8076.97,114125.91,NA,NA,NA,NA,NA,0.0184261767763387,0.0488116685251595,0.0100360439958272,0.0228545112413121,0.0492533517801904,0.118507389660843,NA,NA,0.00491277734987736,0.0694165244741706,NA,NA,NA,NA,NA
"270","FRIENDS OF MARGARET ENGEBRETSON","C00669143","ENGEBRETSON, MARGARET RUTH","H8WI07096","DEM","WI",7,"midwest","C","GOP Hold",60.1,38.5,21.6,129612.26,24581.76,NA,NA,5000,1855.54,8146.81,3208.73,9880.51,341.34,297.93,NA,NA,206.45,NA,114.07,0.189656132838051,NA,NA,0.0385765976150713,0.0143160839877339,0.0628552422432878,0.0247563772130815,0.0762312917003376,0.00263354716598569,0.00229862514549164,NA,NA,0.00159282771552629,NA,0.000880086497990236
"271","STEPP FOR KENTUCKY","C00669200","STEPP, KENNETH STEPHENSON","H6KY05111","DEM","KY",5,"south","C","GOP Hold",78.9,21.1,57.8,1789.45,740.28,NA,NA,NA,NA,NA,NA,NA,NA,33.32,NA,150,NA,NA,NA,0.413691357679734,NA,NA,NA,NA,NA,NA,NA,NA,0.0186202464444382,NA,0.0838246388555143,NA,NA,NA
"272","FINANCE COMMITTEE FOR THOMAS OH","C00669507","OH, THOMAS","H8VA08159","REP","VA",8,"south","C","Dem Hold",76.3,23.7,52.6,68123.96,11111.79,NA,NA,1180.2,1909.2,2922.25,NA,NA,NA,3829.06,500,NA,1575,1500,1114,0.163111334103302,NA,NA,0.017324301170983,0.0280253819654641,0.0428960676977674,NA,NA,NA,0.0562072433839724,0.00733956158743561,NA,0.0231196190004222,0.0220186847623068,0.0163525432168065
"273","TRACY LOVVORN FOR CONGRESS","C00669614","LOVVORN, TRACY LYN","H8MA02116","REP","MA",2,"northeast","C","Dem Hold",67.2,32.8,34.4,34933.87,4435.76,NA,NA,NA,NA,NA,NA,NA,32.35,NA,NA,NA,NA,NA,NA,0.126975911915857,NA,NA,NA,NA,NA,NA,NA,0.000926035392013539,NA,NA,NA,NA,NA,NA
"274","COMMITTEE TO ELECT SHAWNA ROBERTS","C00670232","ROBERTS, SHAWNA","H8OH06133","DEM","OH",6,"midwest","C","GOP Hold",69.3,30.7,38.6,29869.62,NA,NA,NA,NA,NA,15150,NA,515.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50720430993096,NA,0.0172606815888518,NA,NA,NA,NA,NA,NA,NA
"275","FRIENDS OF SUSAN BOSER","C00670364","BOSER, SUSAN","H8PA09065","DEM","PA",15,"northeast","O","GOP Hold",67.8,32.2,35.6,141781.38,11594.08,NA,NA,6000,25419.77,1750,NA,2714.65,906.25,6824.62,3950,NA,2917.51,374.37,NA,0.0817743486486025,NA,NA,0.0423186740035962,0.179288493312733,0.0123429465843822,NA,0.0191467313973104,0.00639188305262652,0.0481348114964038,0.0278597937190342,NA,0.020577525765372,0.00264047366445439,NA
"276","THE COMMITTEE TO ELECT HERMAN WEST JR","C00670380","WEST, HERMAN JR.","H8GA02087","REP","GA",2,"south","C","Dem Hold",59.6,40.4,19.2,15776.98,600,NA,NA,NA,NA,NA,NA,519.27,2450,NA,300,NA,NA,NA,NA,0.0380300919440856,NA,NA,NA,NA,NA,NA,0.0329131430730089,0.155289542105016,NA,0.0190150459720428,NA,NA,NA,NA
"277","COMMITTEE FOR BARRINGTON","C00670505","BARRINGTON, MARK","H8CO07094","REP","CO",7,"west","C","Dem Hold",60.4,35.4,25,52108.49,2772.88,NA,NA,34950,NA,NA,1626.81,774.9,1312.41,NA,NA,NA,NA,NA,NA,0.0532135934086749,NA,NA,0.670716038787537,NA,NA,0.0312196726483535,0.014870897237667,0.0251861069088742,NA,NA,NA,NA,NA,NA
"278","ROGER ALLISON FOR CONGRESS","C00670828","ALLISON, ROGER","H8NC01104","REP","NC",1,"south","C","Dem Hold",69.8,30.2,39.6,41902.86,274.4,NA,NA,NA,14381.73,NA,NA,2000,788.63,NA,274.4,NA,NA,NA,NA,0.00654847902983233,NA,NA,NA,0.343215952324018,NA,NA,0.047729438992947,0.0188204337365039,NA,0.00654847902983233,NA,NA,NA,NA
"279","CLARKE TUCKER FOR CONGRESS","C00671156","TUCKER, EVERETT CLARKE IV","H8AR02159","DEM","AR",2,"south","C","GOP Hold",52.1,45.8,6.3,2367158.33,2796669.9,73306.4,1000,110755.25,94965.99,212456.93,NA,18700.14,54837.6,72261.18,1238485,1244087,39.96,NA,7168,1.18144606744577,0.0309681017407906,0.000422447449892378,0.0467882729246928,0.0401181403020051,0.0897518882904634,NA,0.00789982645563045,0.0231660042782183,0.0305265512172141,0.523194829979962,0.525561380594259,1.68810000976994e-05,NA,0.00302810332082856
"280","COMMITTEE TO ELECT DAWN BARLOW FOR CONGRESS","C00671263","BARLOW, DAWN","H8TN06128","DEM","TN",6,"south","O","GOP Hold",69.5,28.3,41.2,41836.64,13396.05,NA,NA,1029,500,NA,NA,NA,NA,NA,8507.92,NA,NA,6488.98,NA,0.32019899303577,NA,NA,0.0245956654262866,0.0119512465628215,NA,NA,NA,NA,NA,0.20336049931352,NA,NA,0.155102799842435,NA
"281","RUDY PETERS FOR CONGRESS","C00671370","PETERS, RUDY PETERS","H8CA15117","REP","CA",15,"west","C","Dem Hold",73,27,46,76663.26,36234.89,NA,NA,12102.98,NA,NA,NA,NA,NA,1453.72,4626,7600,NA,9581.61,2379.13,0.472650002100093,NA,NA,0.157871971528474,NA,NA,NA,NA,NA,0.01896240780786,0.0603418117100682,0.099134839817665,NA,0.124983075334913,0.0310335094020265
"282","SELMONT4CONGRESS","C00671446","SELMONT, GEORGE AUSTIN","H8FL04085","DEM","FL",4,"south","C","GOP Hold",65.2,32.4,32.8,108785.8,2550,NA,NA,14521.56,1266.88,2910,4720.02,262,6224.85,198.4,NA,700,NA,NA,4256.71,0.0234405593377077,NA,NA,0.13348764268866,0.0116456375740216,0.0267498147736193,0.0433881995628106,0.00240840256724683,0.0572211630562077,0.00182376744023577,NA,0.00643466334760603,NA,NA,0.0391292797405544
"283","BRISCOE 4 CONGRESS","C00671784","BRISCOE, JOHN","H8CA47078","REP","CA",47,"west","C","Dem Hold",64.9,35.1,29.8,55976.88,3500,NA,NA,NA,NA,NA,NA,NA,NA,13902,NA,NA,3500,NA,NA,0.0625258142290174,NA,NA,NA,NA,NA,NA,NA,NA,0.248352534117657,NA,NA,0.0625258142290174,NA,NA
"284","MARIA ELVIRA SALAZAR FOR CONGRESS","C00671859","SALAZAR, MARIA ELVIRA","H8FL27185","REP","FL",27,"south","O","Dem Pickup",51.8,45.8,6,2097963.47,362177.04,50400,28450,255390.51,125908.48,1250,NA,3373.82,29126.38,142544.92,174695,182282.04,NA,17000,36204.12,0.172632672198053,0.0240232972216623,0.0135607699594502,0.12173258193099,0.0600146197969786,0.000595815903315037,NA,0.00160814048873787,0.0138831683279976,0.0679444242182158,0.0832688473836963,0.0868852306565662,NA,0.00810309628508451,0.0172567923692208
"285","J LEE CASTILLO FOR CONGRESS","C00671982","CASTILLO, LEE MR","H8UT01158","DEM","UT",1,"west","C","GOP Hold",61.6,24.9,36.7,21699.61,862,NA,NA,NA,581.49,NA,NA,NA,1289.65,NA,NA,NA,NA,NA,NA,0.0397242162416744,NA,NA,NA,0.0267972558032149,NA,NA,NA,0.0594319437077441,NA,NA,NA,NA,NA,NA
"286","GRESSMANN FOR CONGRESS COMMITTEE","C00671990","GRESSMANN, GERHARD RALF REV","H8SC06107","REP","SC",6,"south","C","Dem Hold",70.2,28.3,41.9,2127.14,NA,NA,NA,NA,NA,NA,1681.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790324097144523,NA,NA,NA,NA,NA,NA,NA,NA
"287","BRANDON BROWN FOR CONGRESS","C00672162","BROWN, BRANDON PENDARVIS","H8SC04300","DEM","SC",4,"south","O","GOP Hold",59.6,36.6,23,69059.99,17405.34,NA,NA,1000,3416.75,NA,1742.66,2500,3684.41,3000,800,NA,NA,NA,NA,0.252032182454703,NA,NA,0.0144801642745677,0.0494751012851291,NA,0.0252340030747181,0.0362004106864192,0.0533508620548598,0.043440492823703,0.0115841314196541,NA,NA,NA,NA
"288","FRIENDS OF NAOMI","C00672360","LEVIN, NAOMI","H8NY10099","REP","NY",10,"northeast","C","Dem Hold",82.1,17.9,64.2,71397.63,4475,NA,NA,5000,4248.5,NA,NA,4419.09,500,NA,750,NA,1575,NA,91.32,0.0626771504880484,NA,NA,0.0700303357408362,0.0595047762789885,NA,NA,0.0618940712737944,0.00700303357408362,NA,0.0105045503611254,NA,0.0220595557583634,NA,0.00127903405197063
"289","AJA BROWN FOR CONGRESS","C00672436","BROWN, AJA","H8CA44117","DEM","CA",44,"west","C","Dem Hold",68.3,31.7,36.6,31065.38,NA,NA,NA,2550,2550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0820849447198135,0.0820849447198135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","HIDALGO FOR CONGRESS","C00672451","HIDALGO, JUAN","H8CA51062","REP","CA",51,"west","C","Dem Hold",71.2,28.8,42.4,59874.84,24032,NA,NA,NA,250,NA,NA,1736.32,3000.88,628.16,2912,11347.5,NA,7133.8,630,0.401370592389057,NA,NA,NA,0.00417537650204994,NA,NA,0.0289991589121574,0.0501192153498865,0.0104912180141108,0.0486347854958777,0.189520339428047,NA,0.119145203561296,0.0105219487851659
"291","FULLER FOR CONGRESS","C00672568","FULLER, VIRGINIA","H8FL05157","REP","FL",5,"south","C","Dem Hold",66.8,33.2,33.6,55475.53,8166.69,NA,NA,300,NA,NA,37.81,3075.21,2400,28.7,NA,76.33,NA,NA,177.62,0.147212473679837,NA,NA,0.00540778970475812,NA,NA,0.000681561762456348,0.055433629926564,0.0432623176380649,0.000517345215088526,NA,0.00137592196054729,NA,NA,0.00320177202453046
